AllDepartments,Areas,Building,CoursePrefix,Credits,DOW,DOWSort,Department,HasBio,InstructionMethod,Instructors,InstructorsFullName,IsWritingIntensive,Level,Location,MaxSeats,Meetings,OfferingName,OpenSeats,Repeatable,SSS_SectionsID,SchoolName,SeatsAvailable,SectionCoReqNotes,SectionCoRequisites,SectionDetails,SectionName,SectionRegRestrictions,Status,SubDepartment,Term,TermStartDate,Term_IDR,Term_JSS,TimeOfDay,Title,Waitlisted
EN Applied Mathematics & Statistics,"EQ, Science and Data","Ames, Wyman Park",EN,4.00,23,01^10:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",T. Jones,"Jones, Taylor",No,Upper Level Undergraduate,Homewood Campus,24,"MWF 10:00AM - 10:50AM, T 1:30PM - 2:20PM",EN.553.311,1,N,847464,Whiting School of Engineering,1/24,,,,02,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Other,Intermediate Probability and Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Maryland, Shaffer",EN,4.00,23,01^12:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",T. Jones,"Jones, Taylor",No,Upper Level Undergraduate,Homewood Campus,24,"MWF 12:00PM - 12:50PM, T 9:00AM - 9:50AM",EN.553.311,5,N,847465,Whiting School of Engineering,5/24,,,,03,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Other,Intermediate Probability and Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Bloomberg, Maryland",EN,4.00,23,01^12:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",T. Jones,"Jones, Taylor",No,Upper Level Undergraduate,Homewood Campus,24,"MWF 12:00PM - 12:50PM, T 10:30AM - 11:20AM",EN.553.311,10,N,847466,Whiting School of Engineering,10/24,,,,04,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Other,Intermediate Probability and Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Hodson, Krieger",EN,4.00,23,01^13:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",S. Hong,"Hong, Su Ji",No,Upper Level Undergraduate,Homewood Campus,24,"MWF 1:30PM - 2:20PM, T 4:30PM - 5:20PM",EN.553.311,4,N,847467,Whiting School of Engineering,4/24,,,,05,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Afternoon,Intermediate Probability and Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Krieger, Maryland",EN,4.00,23,01^13:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",S. Hong,"Hong, Su Ji",No,Upper Level Undergraduate,Homewood Campus,24,"MWF 1:30PM - 2:20PM, T 6:00PM - 6:50PM",EN.553.311,2,N,847468,Whiting School of Engineering,2/24,,,,06,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Other,Intermediate Probability and Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Krieger, Wyman Park",EN,4.00,23,01^13:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",S. Hong,"Hong, Su Ji",No,Upper Level Undergraduate,Homewood Campus,24,"MWF 1:30PM - 2:20PM, T 9:00AM - 9:50AM",EN.553.311,13,N,847469,Whiting School of Engineering,13/24,,,,07,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Other,Intermediate Probability and Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data",Hodson,EN,3.00,10,02^12:00:00,EN Applied Mathematics & Statistics,,In-person,F. Torcaso,"Torcaso, Fred",No,Upper Level Undergraduate,Homewood Campus,18,TTh 12:00PM - 1:15PM,EN.553.312,12,N,847998,Whiting School of Engineering,12/18,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Afternoon,Intermediate Probability and Statistics II,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Bloomberg, Shaffer",EN,4.00,29,01^10:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",Y. Wang,"Wang, Yuqing",No,Upper Level Undergraduate,Homewood Campus,24,"MWF 10:00AM - 10:50AM, Th 9:00AM - 9:50AM",EN.553.361,2,N,847564,Whiting School of Engineering,2/24,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Morning,Introduction to Optimization,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Bloomberg, Wyman Park",EN,4.00,29,01^10:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",Y. Wang,"Wang, Yuqing",No,Upper Level Undergraduate,Homewood Campus,24,"MWF 10:00AM - 10:50AM, Th 3:00PM - 3:50PM",EN.553.361,2,N,847565,Whiting School of Engineering,2/24,,,,02,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Other,Introduction to Optimization,0
EN Applied Mathematics & Statistics,"EQ, Science and Data",Hodson,EN,4.00,29,01^11:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",D. Fishkind,"Fishkind, Donniell",No,Upper Level Undergraduate,Homewood Campus,30,"MWF 11:00AM - 11:50AM, Th 4:30PM - 5:20PM",EN.553.371,11,N,847569,Whiting School of Engineering,11/30,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Other,Cryptology and Coding,0
EN Applied Mathematics & Statistics,"EQ, Science and Data",Hodson,EN,4.00,7,01^15:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",A. Nakade,"Nakade, Apurva",No,Upper Level Undergraduate,Homewood Campus,26,"MW 3:00PM - 4:15PM, T 3:00PM - 3:50PM",EN.553.385,1,N,847940,Whiting School of Engineering,1/26,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Afternoon,Introduction to Computational Mathematics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Hodson, Shaffer",EN,4.00,7,01^15:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",A. Nakade,"Nakade, Apurva",No,Upper Level Undergraduate,Homewood Campus,26,"MW 3:00PM - 4:15PM, T 4:30PM - 5:20PM",EN.553.385,2,N,847941,Whiting School of Engineering,2/26,,,,02,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Afternoon,Introduction to Computational Mathematics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Croft Hall, Shaffer",EN,4.00,29,01^09:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",B. Castello,"Castello, Beryl",No,Upper Level Undergraduate,Homewood Campus,12,"MWF 9:00AM - 9:50AM, Th 4:30PM - 5:20PM",EN.553.400,2,N,847971,Whiting School of Engineering,2/12,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Other,Mathematical Modeling and Consulting,0
EN Applied Mathematics & Statistics,"Q, Science and Data",Ames,EN,4.00,17,01^16:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",A. Kearsley,"Kearsley, Anthony José",No,Upper Level Undergraduate,Homewood Campus,15,"M 4:30PM - 7:30PM, F 12:00PM - 12:50PM",EN.553.402,3,N,848005,Whiting School of Engineering,3/15,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Other,Research and Design in Applied Mathematics: Data Mining,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Krieger, Maryland",EN,4.00,13,01^15:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",K. OHare,"OHare, Kaiying",No,Upper Level Undergraduate,Homewood Campus,18,"MW 3:00PM - 4:15PM, Th 6:00PM - 6:50PM",EN.553.413,9,N,848006,Whiting School of Engineering,9/18,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Other,Applied Statistics and Data Analysis I,0
EN Applied Mathematics & Statistics,"EQ, Science and Data",Krieger,EN,3.00,5,01^15:00:00,EN Applied Mathematics & Statistics,,In-person,S. Kushnarev,"Kushnarev, Sergey",No,Upper Level Undergraduate,Homewood Campus,5,MW 3:00PM - 4:15PM,EN.553.414,2,N,847504,Whiting School of Engineering,2/5,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Afternoon,Applied Statistics and Data Analysis II,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Hodson, Remsen Hall",EN,4.00,29,01^13:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",F. Torcaso,"Torcaso, Fred",No,Upper Level Undergraduate,Homewood Campus,29,"MWF 1:30PM - 2:20PM, Th 12:00PM - 12:50PM",EN.553.420,5,N,847484,Whiting School of Engineering,5/29,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Afternoon,Probability,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Hodson, Remsen Hall",EN,4.00,29,01^13:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",F. Torcaso,"Torcaso, Fred",No,Upper Level Undergraduate,Homewood Campus,29,"MWF 1:30PM - 2:20PM, Th 3:00PM - 3:50PM",EN.553.420,8,N,847485,Whiting School of Engineering,8/29,,,,02,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Afternoon,Probability,0
EN Applied Mathematics & Statistics,"Q, Science and Data","Ames, Maryland",EN,4.00,29,01^12:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",F. Torcaso,"Torcaso, Fred",No,Upper Level Undergraduate,Homewood Campus,16,"MWF 12:00PM - 12:50PM, Th 1:30PM - 2:20PM",EN.553.421,2,N,848038,Whiting School of Engineering,2/16,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Afternoon,Honors Probability,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Bloomberg, Hodson",EN,4.00,26,02^09:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",E. O'Reilly,"O'Reilly, Eliza",No,Upper Level Undergraduate,Homewood Campus,22,"TTh 9:00AM - 10:15AM, F 1:30PM - 2:20PM",EN.553.426,3,N,847473,Whiting School of Engineering,3/22,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Other,Introduction to Stochastic Processes,0
EN Applied Mathematics & Statistics,"Q, Science and Data","Bloomberg, Hodson",EN,4.00,26,02^09:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",R. Galeeva,"Galeeva, Roza",No,Upper Level Undergraduate,Homewood Campus,10,"TTh 9:00AM - 10:15AM, F 9:00AM - 9:50AM",EN.553.427,6,N,847983,Whiting School of Engineering,6/10,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Morning,Stochastic Processes and Applications to Finance I,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Croft Hall, Shaffer",EN,4.00,7,01^13:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",A. Athreya,"Athreya, Avanti P",No,Upper Level Undergraduate,Homewood Campus,24,"MW 1:30PM - 2:45PM, T 10:30AM - 11:20AM",EN.553.430,3,N,847474,Whiting School of Engineering,3/24,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Other,Mathematical Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Maryland, Shaffer",EN,4.00,7,01^13:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",A. Athreya,"Athreya, Avanti P",No,Upper Level Undergraduate,Homewood Campus,24,"MW 1:30PM - 2:45PM, T 12:00PM - 12:50PM",EN.553.430,0,N,847475,Whiting School of Engineering,0/24,,,,02,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Afternoon,Mathematical Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Krieger, Shaffer",EN,4.00,7,01^13:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",A. Athreya,"Athreya, Avanti P",No,Upper Level Undergraduate,Homewood Campus,14,"MW 1:30PM - 2:45PM, T 4:30PM - 5:20PM",EN.553.430,0,N,847476,Whiting School of Engineering,0/14,,,,03,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Afternoon,Mathematical Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Krieger, Shaffer",EN,4.00,7,01^13:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",A. Athreya,"Athreya, Avanti P",No,Upper Level Undergraduate,Homewood Campus,10,"MW 1:30PM - 2:45PM, T 4:30PM - 5:20PM",EN.553.430,4,N,847477,Whiting School of Engineering,4/10,,,,04,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Afternoon,Mathematical Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data",Croft Hall,EN,4.00,7,01^12:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",A. Athreya,"Athreya, Avanti P",No,Upper Level Undergraduate,Homewood Campus,20,"MW 12:00PM - 1:15PM, T 6:00PM - 6:50PM",EN.553.431,7,N,847570,Whiting School of Engineering,7/20,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Other,Honors Mathematical Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data",Ames,EN,3.00,5,01^12:00:00,EN Applied Mathematics & Statistics,,In-person,S. Kushnarev,"Kushnarev, Sergey",No,Upper Level Undergraduate,Homewood Campus,20,MW 12:00PM - 1:15PM,EN.553.432,7,N,848007,Whiting School of Engineering,7/20,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Afternoon,Bayesian Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Hodson, Maryland",EN,4.00,7,01^13:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",A. Nakade,"Nakade, Apurva",No,Upper Level Undergraduate,Homewood Campus,21,"MW 1:30PM - 2:45PM, T 6:00PM - 6:50PM",EN.553.433,5,N,848040,Whiting School of Engineering,5/21,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Other,Monte Carlo Methods,0
EN Applied Mathematics & Statistics,"EQ, Science and Data",Shaffer,EN,4.00,5,01^12:00:00,EN Applied Mathematics & Statistics,,In-person,S. Villar,"Villar, Soledad",No,Upper Level Undergraduate,Homewood Campus,24,MW 12:00PM - 1:15PM,EN.553.436,1,N,847505,Whiting School of Engineering,1/24,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Afternoon,Introduction to Data Science,0
EN Applied Mathematics & Statistics,"EQ, Science and Data",Shaffer,EN,4.00,5,01^12:00:00,EN Applied Mathematics & Statistics,,In-person,S. Villar,"Villar, Soledad",No,Upper Level Undergraduate,Homewood Campus,24,MW 12:00PM - 1:15PM,EN.553.436,4,N,847506,Whiting School of Engineering,4/24,,,,02,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Afternoon,Introduction to Data Science,0
EN Applied Mathematics & Statistics,"EQ, Science and Data",Shaffer,EN,4.00,5,01^12:00:00,EN Applied Mathematics & Statistics,,In-person,S. Villar,"Villar, Soledad",No,Upper Level Undergraduate,Homewood Campus,24,MW 12:00PM - 1:15PM,EN.553.436,7,N,847507,Whiting School of Engineering,7/24,,,,03,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Afternoon,Introduction to Data Science,0
EN Applied Mathematics & Statistics,"EQ, Science and Data",Krieger,EN,3.00,5,01^16:30:00,EN Applied Mathematics & Statistics,,In-person,S. Kushnarev,"Kushnarev, Sergey",No,Upper Level Undergraduate,Homewood Campus,30,MW 4:30PM - 5:45PM,EN.553.439,12,N,847482,Whiting School of Engineering,12/30,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Afternoon,Time Series Analysis,0
EN Applied Mathematics & Statistics,"EQ, Science and Data",Olin,EN,3.00,10,02^09:00:00,EN Applied Mathematics & Statistics,,In-person,J. Miller,"Miller, John C",No,Upper Level Undergraduate,Homewood Campus,24,TTh 9:00AM - 10:15AM,EN.553.441,2,N,847501,Whiting School of Engineering,2/24,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Morning,Equity Markets and Quantitative Trading,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Krieger, Shaffer",EN,4.00,21,01^12:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",D. Audley,"Audley, David",No,Upper Level Undergraduate,Homewood Campus,18,"MW 12:00PM - 1:15PM, F 3:00PM - 3:50PM",EN.553.447,7,N,847571,Whiting School of Engineering,7/18,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Afternoon,Quantitative Portfolio Theory and Performance Analysis,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Bloomberg, Hodson",EN,4.00,13,01^13:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",B. Castello,"Castello, Beryl",No,Upper Level Undergraduate,Homewood Campus,24,"MW 1:30PM - 2:45PM, Th 4:30PM - 5:20PM",EN.553.453,22,N,847495,Whiting School of Engineering,22/24,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Afternoon,Mathematical Game Theory,0
EN Applied Mathematics & Statistics,"EQ, Science and Data",Shaffer,EN,4.00,29,01^11:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",B. Castello,"Castello, Beryl",No,Upper Level Undergraduate,Homewood Campus,10,"MWF 11:00AM - 11:50AM, Th 9:00AM - 9:50AM",EN.553.463,6,N,847572,Whiting School of Engineering,6/10,,,,01,,Closed,,Spring 2026,1/20/2026 12:00:00 AM,Spring 2026,Spring 2026,Morning,Network Models in Operations Research,0
