AllDepartments,Areas,Building,CoursePrefix,Credits,DOW,DOWSort,Department,HasBio,InstructionMethod,Instructors,InstructorsFullName,IsWritingIntensive,Level,Location,MaxSeats,Meetings,OfferingName,OpenSeats,Repeatable,SSS_SectionsID,SchoolName,SeatsAvailable,SectionCoReqNotes,SectionCoRequisites,SectionDetails,SectionName,SectionRegRestrictions,Status,SubDepartment,Term,TermStartDate,Term_IDR,Term_JSS,TimeOfDay,Title,Waitlisted
EN Applied Mathematics & Statistics,"Q, Science and Data",Krieger,EN,4.00,29,01^12:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person","T. Jones, R. Zheng","Jones, Taylor; Zheng, Runbing",No,Lower Level Undergraduate,Homewood Campus,23,"MWF 12:00PM - 12:50PM, Th 1:30PM - 2:20PM",EN.553.211,1,N,783115,Whiting School of Engineering,1/23,,,,03,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Afternoon,Probability and Statistics for the Life Sciences,0
EN Applied Mathematics & Statistics,"Q, Science and Data","Krieger, Maryland",EN,4.00,29,01^12:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person","T. Jones, R. Zheng","Jones, Taylor; Zheng, Runbing",No,Lower Level Undergraduate,Homewood Campus,25,"MWF 12:00PM - 12:50PM, Th 3:00PM - 3:50PM",EN.553.211,2,N,783116,Whiting School of Engineering,2/25,,,,04,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Afternoon,Probability and Statistics for the Life Sciences,0
EN Applied Mathematics & Statistics,"Q, Science and Data","Krieger, Shaffer",EN,4.00,29,01^09:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",R. Zheng,"Zheng, Runbing",No,Lower Level Undergraduate,Homewood Campus,24,"MWF 9:00AM - 9:50AM, Th 6:00PM - 6:50PM",EN.553.211,5,N,783117,Whiting School of Engineering,5/24,,,,05,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Probability and Statistics for the Life Sciences,0
EN Applied Mathematics & Statistics,"Q, Science and Data","Bloomberg, Shaffer",EN,4.00,29,01^09:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",R. Zheng,"Zheng, Runbing",No,Lower Level Undergraduate,Homewood Campus,25,"MWF 9:00AM - 9:50AM, Th 9:00AM - 9:50AM",EN.553.211,1,N,783118,Whiting School of Engineering,1/25,,,,06,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Morning,Probability and Statistics for the Life Sciences,0
EN Applied Mathematics & Statistics,"Q, Science and Data",Shaffer,EN,4.00,29,01^10:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",R. Zheng,"Zheng, Runbing",No,Lower Level Undergraduate,Homewood Campus,24,"MWF 10:00AM - 10:50AM, Th 3:00PM - 3:50PM",EN.553.211,0,N,783119,Whiting School of Engineering,0/24,,,,07,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Probability and Statistics for the Life Sciences,0
EN Applied Mathematics & Statistics,"Q, Science and Data","Maryland, Shaffer",EN,4.00,29,01^10:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",R. Zheng,"Zheng, Runbing",No,Lower Level Undergraduate,Homewood Campus,25,"MWF 10:00AM - 10:50AM, Th 4:30PM - 5:20PM",EN.553.211,4,N,783120,Whiting School of Engineering,4/25,,,,08,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Probability and Statistics for the Life Sciences,0
EN Applied Mathematics & Statistics,"Q, Science and Data","Bloomberg, Shaffer",EN,4.00,29,01^09:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",Staff,Staff,No,Lower Level Undergraduate,Homewood Campus,24,"MWF 9:00AM - 9:50AM, Th 6:00PM - 6:50PM",EN.553.211,24,N,799306,Whiting School of Engineering,24/24,,,,09,,Canceled,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Probability and Statistics for the Life Sciences,0
EN Applied Mathematics & Statistics,"Q, Science and Data","Bloomberg, Gilman",EN,4.00,29,01^09:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",Staff,Staff,No,Lower Level Undergraduate,Homewood Campus,24,"MWF 9:00AM - 9:50AM, Th 6:00PM - 6:50PM",EN.553.211,24,N,799307,Whiting School of Engineering,24/24,,,,10,,Canceled,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Probability and Statistics for the Life Sciences,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Croft Hall, Olin",EN,4.00,23,01^12:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",M. Micheli,"Micheli, Mario",No,Lower Level Undergraduate,Homewood Campus,19,"MWF 12:00PM - 12:50PM, T 6:00PM - 6:50PM",EN.553.291,0,N,783021,Whiting School of Engineering,0/19,,,,01,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Linear Algebra and Differential Equations,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Olin, Shaffer",EN,4.00,23,01^12:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",M. Micheli,"Micheli, Mario",No,Lower Level Undergraduate,Homewood Campus,30,"MWF 12:00PM - 12:50PM, T 3:00PM - 3:50PM",EN.553.291,0,N,783022,Whiting School of Engineering,0/30,,,,02,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Afternoon,Linear Algebra and Differential Equations,0
EN Applied Mathematics & Statistics,"EQ, Science and Data",Krieger,EN,4.00,23,01^13:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",M. Micheli,"Micheli, Mario",No,Lower Level Undergraduate,Homewood Campus,24,"MWF 1:30PM - 2:20PM, T 4:30PM - 5:20PM",EN.553.291,2,N,783023,Whiting School of Engineering,2/24,,,,03,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Afternoon,Linear Algebra and Differential Equations,0
EN Applied Mathematics & Statistics,"EQ, Science and Data",Krieger,EN,4.00,23,01^13:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",M. Micheli,"Micheli, Mario",No,Lower Level Undergraduate,Homewood Campus,24,"MWF 1:30PM - 2:20PM, T 6:00PM - 6:50PM",EN.553.291,5,N,783024,Whiting School of Engineering,5/24,,,,04,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Linear Algebra and Differential Equations,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Bloomberg, Shriver Hall",EN,4.00,23,01^15:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",A. Titi,"Titi, Aseel",No,Lower Level Undergraduate,Homewood Campus,24,"MWF 3:00PM - 3:50PM, T 3:00PM - 3:50PM",EN.553.291,8,N,783025,Whiting School of Engineering,8/24,,,,05,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Afternoon,Linear Algebra and Differential Equations,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Bloomberg, Krieger",EN,4.00,23,01^15:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",A. Titi,"Titi, Aseel",No,Lower Level Undergraduate,Homewood Campus,25,"MWF 3:00PM - 3:50PM, T 4:30PM - 5:20PM",EN.553.291,13,N,783026,Whiting School of Engineering,13/25,,,,06,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Afternoon,Linear Algebra and Differential Equations,0
EN Applied Mathematics & Statistics,"EQ, Science and Data",Shaffer,EN,4.00,23,01^10:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",J. Tonelli Cueto,"Tonelli Cueto, Josue",No,Upper Level Undergraduate,Homewood Campus,24,"MWF 10:00AM - 10:50AM, T 9:00AM - 9:50AM",EN.553.311,2,N,783027,Whiting School of Engineering,2/24,,,,01,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Morning,Intermediate Probability and Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Maryland, Shaffer",EN,4.00,23,01^10:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",J. Tonelli Cueto,"Tonelli Cueto, Josue",No,Upper Level Undergraduate,Homewood Campus,25,"MWF 10:00AM - 10:50AM, T 12:00PM - 12:50PM",EN.553.311,4,N,783028,Whiting School of Engineering,4/25,,,,02,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Intermediate Probability and Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Latrobe, Shaffer",EN,4.00,23,01^11:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",J. Tonelli Cueto,"Tonelli Cueto, Josue",No,Upper Level Undergraduate,Homewood Campus,24,"MWF 11:00AM - 11:50AM, T 6:00PM - 6:50PM",EN.553.311,4,N,783029,Whiting School of Engineering,4/24,,,,03,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Intermediate Probability and Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Krieger, Shaffer",EN,4.00,23,01^11:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",J. Tonelli Cueto,"Tonelli Cueto, Josue",No,Upper Level Undergraduate,Homewood Campus,25,"MWF 11:00AM - 11:50AM, T 3:00PM - 3:50PM",EN.553.311,4,N,783030,Whiting School of Engineering,4/25,,,,04,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Intermediate Probability and Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Gilman, Shaffer",EN,4.00,23,01^15:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",T. Jones,"Jones, Taylor",No,Upper Level Undergraduate,Homewood Campus,24,"MWF 3:00PM - 3:50PM, T 4:30PM - 5:20PM",EN.553.311,2,N,783031,Whiting School of Engineering,2/24,,,,05,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Afternoon,Intermediate Probability and Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Maryland, Shaffer",EN,4.00,23,01^15:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",T. Jones,"Jones, Taylor",No,Upper Level Undergraduate,Homewood Campus,25,"MWF 3:00PM - 3:50PM, T 6:00PM - 6:50PM",EN.553.311,7,N,783032,Whiting School of Engineering,7/25,,,,06,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Intermediate Probability and Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Hodson, Shaffer",EN,4.00,23,01^09:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",J. Tonelli Cueto,"Tonelli Cueto, Josue",No,Upper Level Undergraduate,Homewood Campus,24,"MWF 9:00AM - 9:50AM, T 9:00AM - 9:50AM",EN.553.311,15,N,783033,Whiting School of Engineering,15/24,,,,07,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Morning,Intermediate Probability and Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Maryland, Shaffer",EN,4.00,29,01^09:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",J. Tonelli Cueto,"Tonelli Cueto, Josue",No,Upper Level Undergraduate,Homewood Campus,25,"MWF 9:00AM - 9:50AM, Th 4:30PM - 5:20PM",EN.553.311,17,N,783034,Whiting School of Engineering,17/25,,,,08,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Intermediate Probability and Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Maryland, Shaffer",EN,4.00,29,01^09:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",D. Fishkind,"Fishkind, Donniell",No,Upper Level Undergraduate,Homewood Campus,24,"MWF 9:00AM - 9:50AM, Th 9:00AM - 9:50AM",EN.553.361,2,N,783035,Whiting School of Engineering,2/24,,,,01,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Morning,Intro to Optimization,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Maryland, Shaffer",EN,4.00,29,01^09:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",D. Fishkind,"Fishkind, Donniell",No,Upper Level Undergraduate,Homewood Campus,25,"MWF 9:00AM - 9:50AM, Th 1:30PM - 2:20PM",EN.553.361,2,N,783036,Whiting School of Engineering,2/25,,,,02,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Intro to Optimization,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Krieger, Mergenthaler",EN,4.00,29,01^10:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",D. Fishkind,"Fishkind, Donniell",No,Upper Level Undergraduate,Homewood Campus,24,"MWF 10:00AM - 10:50AM, Th 6:00PM - 6:50PM",EN.553.361,0,N,783037,Whiting School of Engineering,0/24,,,,03,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Intro to Optimization,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Hodson, Mergenthaler",EN,4.00,29,01^10:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",D. Fishkind,"Fishkind, Donniell",No,Upper Level Undergraduate,Homewood Campus,25,"MWF 10:00AM - 10:50AM, Th 4:30PM - 5:20PM",EN.553.361,0,N,783038,Whiting School of Engineering,0/25,,,,04,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Intro to Optimization,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Gilman, Maryland",EN,4.00,29,01^08:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",D. Fishkind,"Fishkind, Donniell",No,Upper Level Undergraduate,Homewood Campus,24,"MWF 8:00AM - 8:50AM, Th 6:00PM - 6:50PM",EN.553.361,4,N,799180,Whiting School of Engineering,4/24,,,,05,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Intro to Optimization,0
EN Applied Mathematics & Statistics,"EQ, Science and Data",Maryland,EN,4.00,29,01^08:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",D. Fishkind,"Fishkind, Donniell",No,Upper Level Undergraduate,Homewood Campus,25,"MWF 8:00AM - 8:50AM, Th 6:00PM - 6:50PM",EN.553.361,10,N,799181,Whiting School of Engineering,10/25,,,,06,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Intro to Optimization,0
EN Applied Mathematics & Statistics,"EQ, Science and Data",Hodson,EN,4.00,29,01^11:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",B. Grimmer,"Grimmer, Ben",No,Upper Level Undergraduate,Homewood Campus,24,"MWF 11:00AM - 11:50AM, Th 3:00PM - 3:50PM",EN.553.385,6,N,783044,Whiting School of Engineering,6/24,,,,01,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Introduction to Computational Mathematics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Hodson, Maryland",EN,4.00,29,01^11:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",B. Grimmer,"Grimmer, Ben",No,Upper Level Undergraduate,Homewood Campus,25,"MWF 11:00AM - 11:50AM, Th 4:30PM - 5:20PM",EN.553.385,7,N,783045,Whiting School of Engineering,7/25,,,,02,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Introduction to Computational Mathematics,0
EN Applied Mathematics & Statistics,"Q, Science and Data",Krieger,EN,3.00,17,01^17:00:00,EN Applied Mathematics & Statistics,,In-person,A. Clark,"Clark, Antwan D.",No,Upper Level Undergraduate,Homewood Campus,5,MF 5:00PM - 6:15PM,EN.553.401,4,N,783734,Whiting School of Engineering,4/5,,,,01,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Introduction to Research in Applied Mathematics and Statistics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Krieger, Wyman Park",EN,4.00,5,01^10:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",A. Athreya,"Athreya, Avanti P",No,Upper Level Undergraduate,Homewood Campus,8,"MW 10:30AM - 11:45AM, M 6:30PM - 7:20PM",EN.553.404,7,N,792277,Whiting School of Engineering,7/8,,,,01,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Foundational Methods in Applied Mathematics,0
EN Applied Mathematics & Statistics,"EQ, Science and Data",Shaffer,EN,4.00,21,01^15:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",S. Kushnarev,"Kushnarev, Sergey",No,Upper Level Undergraduate,Homewood Campus,29,"MW 3:00PM - 4:15PM, F 3:00PM - 3:50PM",EN.553.413,13,N,783055,Whiting School of Engineering,13/29,,,,01,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Afternoon,Applied Statistics & Data Analysis I,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Hodson, Shaffer",EN,4.00,29,01^10:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",F. Torcaso,"Torcaso, Fred",No,Upper Level Undergraduate,Homewood Campus,22,"MWF 10:00AM - 10:50AM, Th 9:00AM - 9:50AM",EN.553.420,5,N,783046,Whiting School of Engineering,5/22,,,,01,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Morning,Probability,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Hodson, Krieger",EN,4.00,29,01^10:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",F. Torcaso,"Torcaso, Fred",No,Upper Level Undergraduate,Homewood Campus,27,"MWF 10:00AM - 10:50AM, Th 4:30PM - 5:20PM",EN.553.420,2,N,783047,Whiting School of Engineering,2/27,,,,02,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Probability,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Gilman, Hodson",EN,4.00,29,01^12:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",F. Torcaso,"Torcaso, Fred",No,Upper Level Undergraduate,Homewood Campus,24,"MWF 12:00PM - 12:50PM, Th 6:00PM - 6:50PM",EN.553.420,3,N,783048,Whiting School of Engineering,3/24,,,,03,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Other,Probability,0
EN Applied Mathematics & Statistics,"EQ, Science and Data","Gilman, Hodson",EN,4.00,29,01^12:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",F. Torcaso,"Torcaso, Fred",No,Upper Level Undergraduate,Homewood Campus,25,"MWF 12:00PM - 12:50PM, Th 3:00PM - 3:50PM",EN.553.420,1,N,783049,Whiting School of Engineering,1/25,,,,04,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Afternoon,Probability,0
EN Applied Mathematics & Statistics,"Q, Science and Data","Gilman, Maryland",EN,4.00,29,01^13:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",F. Torcaso,"Torcaso, Fred",No,Upper Level Undergraduate,Homewood Campus,15,"MWF 1:30PM - 2:20PM, Th 3:00PM - 3:50PM",EN.553.421,5,N,792854,Whiting School of Engineering,5/15,,,,01,,Closed,,Fall 2024,8/26/2024 12:00:00 AM,Fall 2024,Fall 2024,Afternoon,Honors Probability,0
