AllDepartments,Areas,Building,CoursePrefix,Credits,DOW,DOWSort,Department,HasBio,InstructionMethod,Instructors,InstructorsFullName,IsWritingIntensive,Level,Location,MaxSeats,Meetings,OfferingName,OpenSeats,Repeatable,SSS_SectionsID,SchoolName,SeatsAvailable,SectionCoReqNotes,SectionCoRequisites,SectionDetails,SectionName,SectionRegRestrictions,Status,SubDepartment,Term,TermStartDate,Term_IDR,Term_JSS,TimeOfDay,Title,Waitlisted
EN Applied Mathematics & Statistics,None,"Krieger, Shaffer",EN,4.00,13,01^12:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",B. Castello,"Castello, Beryl",No,Graduate,Homewood Campus,15,"MW 12:00PM - 1:15PM, Th 9:00AM - 9:50AM",EN.553.671,8,N,743988,Whiting School of Engineering,8/15,,,,01,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Combinatorial Analysis,0
EN Applied Mathematics & Statistics,EQ,"Hodson, Shaffer",EN,4.00,10,02^09:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person","G. Eyink, Staff","Eyink, Gregory Lawrence; Staff",No,Graduate,Homewood Campus,24,"TTh 9:00AM - 10:15AM, T 6:00PM - 6:50PM",EN.553.680,20,N,754829,Whiting School of Engineering,20/24,,,,01,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Numerical Linear Algebra,0
EN Applied Mathematics & Statistics,None,Hodson,EN,3.00,10,02^15:00:00,EN Applied Mathematics & Statistics,,In-person,D. Naiman,"Naiman, Dan Q",No,Graduate,Homewood Campus,14,TTh 3:00PM - 4:15PM,EN.553.688,13,N,743961,Whiting School of Engineering,13/14,,,,01,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Afternoon,Computing for Applied Mathematics,N/A
EN Applied Mathematics & Statistics,None,Bloomberg,EN,3.00,5,01^13:30:00,EN Applied Mathematics & Statistics,,In-person,D. Naiman,"Naiman, Dan Q",No,Graduate,Homewood Campus,120,MW 1:30PM - 2:45PM,EN.553.688,35,N,743962,Whiting School of Engineering,35/120,,,,02,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Afternoon,Computing for Applied Mathematics,0
EN Applied Mathematics & Statistics,EQ,"Gilman, Maryland",EN,4.00,21,01^13:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",Y. Sukurdeep,"Sukurdeep, Yashil",No,Graduate,Homewood Campus,14,"MWF 1:30PM - 2:20PM, W 6:00PM - 6:50PM",EN.553.691,9,N,744636,Whiting School of Engineering,9/14,,,,01,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dynamical Systems,N/A
EN Applied Mathematics & Statistics,None,"Hodson, Maryland",EN,4.00,7,01^16:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",S. Villar,"Villar, Soledad",No,Graduate,Homewood Campus,30,"MW 4:30PM - 5:45PM, T 10:30AM - 11:20AM",EN.553.701,17,N,743972,Whiting School of Engineering,17/30,,,,01,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Real Analysis: Preparation for the Ph.D. Introductory Examination,0
EN Applied Mathematics & Statistics,None,Hodson,EN,4.00,26,02^12:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",F. Torcaso,"Torcaso, Fred",No,Graduate,Homewood Campus,39,"TTh 12:00PM - 1:15PM, F 1:30PM - 2:20PM",EN.553.720,10,N,744002,Whiting School of Engineering,10/39,,,,01,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Afternoon,Probability Theory I,0
EN Applied Mathematics & Statistics,None,Wyman Park,EN,3.00,2,02^09:45:00,EN Applied Mathematics & Statistics,,In-person,S. Villar,"Villar, Soledad",No,Graduate,Homewood Campus,15,T 9:45AM - 12:15PM,EN.553.728,4,N,760542,Whiting School of Engineering,4/15,,,,01,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Optimal Transport,0
EN Applied Mathematics & Statistics,None,"Maryland, Wyman Park",EN,4.00,21,01^10:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",A. Athreya,"Athreya, Avanti P",No,Graduate,Homewood Campus,12,"MW 10:30AM - 11:45AM, F 12:00PM - 12:50PM",EN.553.730,7,N,744004,Whiting School of Engineering,7/12,,,,01,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Statistical Theory,0
EN Applied Mathematics & Statistics,None,"Bloomberg, Wyman Park",EN,4.00,21,01^10:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",A. Athreya,"Athreya, Avanti P",No,Graduate,Homewood Campus,13,"MW 10:30AM - 11:45AM, F 3:00PM - 3:50PM",EN.553.730,5,N,744005,Whiting School of Engineering,5/13,,,,02,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Statistical Theory,0
EN Applied Mathematics & Statistics,None,Shaffer,EN,3.00,5,01^16:30:00,EN Applied Mathematics & Statistics,,In-person,J. Schmidt,"Schmidt, James",No,Graduate,Homewood Campus,49,MW 4:30PM - 5:45PM,EN.553.740,25,N,744014,Whiting School of Engineering,25/49,,,,01,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Afternoon,Machine Learning I,0
EN Applied Mathematics & Statistics,None,"Hodson, Wyman Park",EN,4.00,13,01^16:30:00,EN Applied Mathematics & Statistics,,"In-person, In-person",H. Geman,"Geman, Helyette esther",No,Graduate,Homewood Campus,30,"MW 4:30PM - 7:45PM, Th 6:00PM - 6:50PM",EN.553.749,11,N,744013,Whiting School of Engineering,11/30,,,,01,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Advanced Financial Theory,0
EN Applied Mathematics & Statistics^EN Robotics,None,Latrobe,EN,3.00,10,02^16:30:00,EN Applied Mathematics & Statistics,,In-person,M. Diaz Diaz,"Diaz Diaz, Mateo",No,Graduate,Homewood Campus,40,TTh 4:30PM - 5:45PM,EN.553.761,7,N,761295,Whiting School of Engineering,7/40,,,,01,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Afternoon,Nonlinear Optimization I,0
EN Applied Mathematics & Statistics,None,Maryland,EN,3.00,5,01^12:00:00,EN Applied Mathematics & Statistics,,In-person,L. Younes,"Younes, Laurent",No,Graduate,Homewood Campus,49,MW 12:00PM - 1:15PM,EN.553.784,32,N,756371,Whiting School of Engineering,32/49,,,,01,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Afternoon,Mathematical Foundations of Computational Anatomy,0
EN Applied Mathematics & Statistics^EN Robotics,None,"Hodson, Maryland",EN,4.00,23,01^12:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",D. Fishkind,"Fishkind, Donniell",No,Graduate,Homewood Campus,20,"MWF 12:00PM - 12:50PM, T 10:30AM - 11:20AM",EN.553.792,2,N,744009,Whiting School of Engineering,2/20,,,,01,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Matrix Analysis and Linear Algebra,0
EN Applied Mathematics & Statistics^EN Robotics,None,"Hodson, Maryland",EN,4.00,23,01^12:00:00,EN Applied Mathematics & Statistics,,"In-person, In-person",D. Fishkind,"Fishkind, Donniell",No,Graduate,Homewood Campus,20,"MWF 12:00PM - 12:50PM, T 9:00AM - 9:50AM",EN.553.792,4,N,744010,Whiting School of Engineering,4/20,,,,02,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Matrix Analysis and Linear Algebra,0
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,G. Eyink,"Eyink, Gregory Lawrence",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,8,Y,744293,Whiting School of Engineering,8/10,,,,01,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,J. Fill,"Fill, Jim A",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,9,Y,744294,Whiting School of Engineering,9/10,,,,02,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,D. Fishkind,"Fishkind, Donniell",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,9,Y,744295,Whiting School of Engineering,9/10,,,,03,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,D. Geman,"Geman, Donald J",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,9,Y,744296,Whiting School of Engineering,9/10,,,,04,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,A. Basu,"Basu, Amitabh",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,7,Y,744297,Whiting School of Engineering,7/10,,,,05,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,R. Vidal,"Vidal, Rene",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,10,Y,744298,Whiting School of Engineering,10/10,,,,06,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,D. Naiman,"Naiman, Dan Q",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,9,Y,744299,Whiting School of Engineering,9/10,,,,07,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,C. Priebe,"Priebe, Carey",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,6,Y,744300,Whiting School of Engineering,6/10,,,,08,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,E. Scheinerman,"Scheinerman, Ed",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,10,Y,744301,Whiting School of Engineering,10/10,,,,09,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,J. Wierman,"Wierman, John Charles",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,10,Y,744302,Whiting School of Engineering,10/10,,,,10,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,L. Younes,"Younes, Laurent L",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,8,Y,744303,Whiting School of Engineering,8/10,,,,11,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,J. Spall,"Spall, James Charles",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,9,Y,744304,Whiting School of Engineering,9/10,,,,12,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,T. Budavari,"Budavari, Tamas",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,8,Y,744305,Whiting School of Engineering,8/10,,,,13,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,H. Geman,"Geman, Helyette esther",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,9,Y,744306,Whiting School of Engineering,9/10,,,,14,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,M. Maggioni,"Maggioni, Mauro",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,8,Y,744307,Whiting School of Engineering,8/10,,,,15,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,Y. Xu,"Xu, Yanxun",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,4,Y,744308,Whiting School of Engineering,4/10,,,,16,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,N. Charon,"Charon, Nicolas",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,9,Y,744309,Whiting School of Engineering,9/10,,,,17,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,M. Bichuch,"Bichuch, Maxim",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,8,Y,744310,Whiting School of Engineering,8/10,,,,18,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,Y. Kevrekidis,"Kevrekidis, Yannis G",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,10,Y,744311,Whiting School of Engineering,10/10,,,,19,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,S. Villar,"Villar, Soledad",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,4,Y,744312,Whiting School of Engineering,4/10,,,,20,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,B. Grimmer,"Grimmer, Ben",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,7,Y,744313,Whiting School of Engineering,7/10,,,,21,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,Z. Lubberts,"Lubberts, Zachary",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,10,Y,744314,Whiting School of Engineering,10/10,,,,22,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,N. Loizou,"Loizou, Nicolas",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,10,Y,744315,Whiting School of Engineering,10/10,,,,23,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,D. Gnang,"Gnang, DrG Koffi",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,6,Y,744316,Whiting School of Engineering,6/10,,,,24,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,F. Santosa,"Santosa, Fadil",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,10,Y,744317,Whiting School of Engineering,10/10,,,,25,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,N. Trayanova,"Trayanova, Natalia Alexandrova",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,9,Y,756440,Whiting School of Engineering,9/10,,,,26,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,0
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,H. Lee,"Lee, Holden",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,9,Y,771757,Whiting School of Engineering,9/10,,,,27,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,0
EN Applied Mathematics & Statistics,None,,EN,3.00 - 20.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,L. Ruiz,"Ruiz, Luana Ianara",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.800,9,Y,777421,Whiting School of Engineering,9/10,,,,28,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Dissertation Research,0
EN Applied Mathematics & Statistics,None,Gilman,EN,1.00,10,02^13:30:00,EN Applied Mathematics & Statistics,,In-person,H. Lee,"Lee, Holden",No,Graduate,Homewood Campus,70,TTh 1:30PM - 2:20PM,EN.553.801,5,N,744016,Whiting School of Engineering,5/70,,,,01,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Afternoon,Department Seminar,0
EN Applied Mathematics & Statistics,None,Hodson,EN,1.00,2,02^16:30:00,EN Applied Mathematics & Statistics,,In-person,F. Santosa,"Santosa, Fadil",No,Graduate,Homewood Campus,80,T 4:30PM - 5:45PM,EN.553.801,15,N,744017,Whiting School of Engineering,15/80,,,,02,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Afternoon,Department Seminar,0
EN Applied Mathematics & Statistics,None,,EN,3.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,J. Schmidt,"Schmidt, James",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.802,10,N,773757,Whiting School of Engineering,10/10,,,,01,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Graduate Independent Study,N/A
EN Applied Mathematics & Statistics,Q,,EN,3.00 - 10.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,L. Younes,"Younes, Laurent L",No,Graduate Independent Academic Work,Homewood Campus,50,,EN.553.806,25,Y,744586,Whiting School of Engineering,25/50,,,,01,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Capstone Experience in Data Science,N/A
EN Applied Mathematics & Statistics,Q,,EN,3.00 - 10.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,R. Arora,"Arora, Raman",No,Graduate Independent Academic Work,Homewood Campus,10,,EN.553.806,10,Y,744587,Whiting School of Engineering,10/10,,,,12,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Capstone Experience in Data Science,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 10.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,T. Budavari,"Budavari, Tamas",No,Graduate Independent Academic Work,Homewood Campus,5,,EN.553.809,5,Y,744589,Whiting School of Engineering,5/5,,,,01,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Master's Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 10.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,J. Spall,"Spall, James Charles",No,Graduate Independent Academic Work,Homewood Campus,5,,EN.553.809,2,Y,744590,Whiting School of Engineering,2/5,,,,02,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Master's Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 10.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,D. Naiman,"Naiman, Dan Q",No,Graduate Independent Academic Work,Homewood Campus,5,,EN.553.809,4,Y,744591,Whiting School of Engineering,4/5,,,,03,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Master's Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 10.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,M. Bichuch,"Bichuch, Maxim",No,Graduate Independent Academic Work,Homewood Campus,5,,EN.553.809,5,Y,744592,Whiting School of Engineering,5/5,,,,04,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Master's Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 10.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,A. Clark,"Clark, Antwan D.",No,Graduate Independent Academic Work,Homewood Campus,5,,EN.553.809,4,Y,744593,Whiting School of Engineering,4/5,,,,05,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Master's Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 10.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,M. Maggioni,"Maggioni, Mauro",No,Graduate Independent Academic Work,Homewood Campus,5,,EN.553.809,5,Y,744594,Whiting School of Engineering,5/5,,,,06,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Master's Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 10.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,J. Wierman,"Wierman, John Charles",No,Graduate Independent Academic Work,Homewood Campus,5,,EN.553.809,4,Y,744595,Whiting School of Engineering,4/5,,,,07,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Master's Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 10.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,C. Priebe,"Priebe, Carey",No,Graduate Independent Academic Work,Homewood Campus,5,,EN.553.809,5,Y,744596,Whiting School of Engineering,5/5,,,,08,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Master's Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 10.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,Y. Xu,"Xu, Yanxun",No,Graduate Independent Academic Work,Homewood Campus,5,,EN.553.809,5,Y,744597,Whiting School of Engineering,5/5,,,,09,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Master's Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 10.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,Z. Lubberts,"Lubberts, Zachary",No,Graduate Independent Academic Work,Homewood Campus,5,,EN.553.809,5,Y,744598,Whiting School of Engineering,5/5,,,,10,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Master's Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 10.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,B. Grimmer,"Grimmer, Ben",No,Graduate Independent Academic Work,Homewood Campus,5,,EN.553.809,5,Y,744599,Whiting School of Engineering,5/5,,,,11,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Master's Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 10.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,N. Loizou,"Loizou, Nicolas",No,Graduate Independent Academic Work,Homewood Campus,5,,EN.553.809,5,Y,744600,Whiting School of Engineering,5/5,,,,12,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Master's Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 10.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,A. Basu,"Basu, Amitabh",No,Graduate Independent Academic Work,Homewood Campus,5,,EN.553.809,5,Y,744601,Whiting School of Engineering,5/5,,,,13,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Master's Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 10.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,S. Villar,"Villar, Soledad",No,Graduate Independent Academic Work,Homewood Campus,5,,EN.553.809,4,Y,760750,Whiting School of Engineering,4/5,,,,14,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Master's Research,N/A
EN Applied Mathematics & Statistics,None,,EN,3.00 - 10.00,0,99,EN Applied Mathematics & Statistics,,Independent Study,H. Lee,"Lee, Holden",No,Graduate Independent Academic Work,Homewood Campus,5,,EN.553.809,4,Y,787241,Whiting School of Engineering,4/5,,,,15,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Other,Master's Research,N/A
EN Applied Mathematics & Statistics,None,Shaffer,EN,1.00,2,02^13:30:00,EN Applied Mathematics & Statistics,,In-person,"D. Audley, J. Miller, D. Naiman","Audley, David; Miller, John C; Naiman, Dan Q",No,Graduate,Homewood Campus,95,T 1:30PM - 3:00PM,EN.553.847,39,Y,744027,Whiting School of Engineering,39/95,,,,01,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Afternoon,Financial Mathematics Masters Seminar,0
EN Applied Mathematics & Statistics,None,Shaffer,EN,1.00,2,02^13:30:00,EN Applied Mathematics & Statistics,,In-person,"D. Audley, J. Miller, D. Naiman","Audley, David; Miller, John C; Naiman, Dan Q",No,Graduate,Homewood Campus,40,T 1:30PM - 3:00PM,EN.553.847,40,Y,744028,Whiting School of Engineering,40/40,,,,02,,Closed,,Fall 2023,8/28/2023 12:00:00 AM,Fall 2023,Fall 2023,Afternoon,Financial Mathematics Masters Seminar,N/A
